,ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
462,07X343,X,2,X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,Junior High-Intermediate-Middle,1,7,7,345 BROOK AVENUE,NY,10454,Vincent Gassetto,718-292-3883,718-292-4473,"06,07,08,SE",BRONX,345 BROOK AVENUE,2002,BRONX,"-73.91778,40.81005",005,"345 BROOK AVENUE, BRONX, NY, 10454",462,Exact,Match,40.81005,-73.91778,"345 BROOK AVE, BRONX, NY, 10454",L,NY,36,80300787,004100,10454
463,07X049,X,2,X049,P.S. 049 WILLIS AVENUE,Elementary,1,7,7,383 EAST 139 STREET,NY,10454,LAURA GALLOWAY,718-292-4623,718-292-4568,"PK,0K,01,02,03,04,05,SE",BRONX,383 EAST 139 STREET,2000,BRONX,"-73.92288,40.80999",005,"383 EAST 139 STREET, BRONX, NY, 10454",463,Exact,Match,40.80999,-73.92288,"383 E 139TH ST, BRONX, NY, 10454",L,NY,36,80300385,003900,10454
464,84X309,X,2,X309,SOUTH BRONX CHARTER SCHOOL FOR INT'L CULTURE & THE,Elementary,2,7,84,383 EAST 139 STREET,NY,10454,Evelyn Hey,718-401-9216,718-401-9219,"0K,01,02,03,04,05",BRONX,383 EAST 139 STREET,2000,BRONX,"-73.92288,40.80999",005,"383 EAST 139 STREET, BRONX, NY, 10454",464,Exact,Match,40.80999,-73.92288,"383 E 139TH ST, BRONX, NY, 10454",L,NY,36,80300385,003900,10454
465,05M133,M,1,M133,P.S. 133 FRED R MOORE,Elementary,1,5,5,2121 5 AVENUE,NY,10037,SUSAN M. VAIRO,212-690-5936,212-690-5939,"PK,0K,01,02,03,04,05,SE",MANHATTAN,2121 5 AVENUE,1001,MANHATTAN,"-73.93991,40.80963",061,"2121 5 AVENUE, MANHATTAN, NY, 10037",465,Non_Exact,Match,40.80963,-73.93991,"2121 5TH AVE, NEW YORK, NY, 10037",R,NY,36,59656448,020600,10037
466,05M517,M,1,M517,Teachers College Community School,Elementary,1,5,5,2121 5 AVENUE,NY,10037,Jeanene Worrell Breeden,718-935-3621,,"0K,01,02,03,04,05,SE",MANHATTAN,2121 5 AVENUE,1001,MANHATTAN,"-73.93991,40.80963",061,"2121 5 AVENUE, MANHATTAN, NY, 10037",466,Non_Exact,Match,40.80963,-73.93991,"2121 5TH AVE, NEW YORK, NY, 10037",R,NY,36,59656448,020600,10037
467,07X179,X,2,X179,P.S. 179,Elementary,1,7,7,468 EAST 140 STREET,NY,10454,SHERRY FONT WILLIAMS,718-292-2237,718-292-3623,"PK,0K,01,02,03,04,05,SE",BRONX,468 EAST 140 STREET,5000,BRONX,"-73.919846,40.809513",005,"468 EAST 140 STREET, BRONX, NY, 10454",467,Exact,Match,40.809513,-73.919846,"468 E 140TH ST, BRONX, NY, 10454",R,NY,36,80300410,003900,10454
468,07X369,X,2,X369,YOUNG LEADERS ELEMENTARY SCHOOL,Elementary,1,7,7,468 EAST 140 STREET,NY,10454,KAREN COLLINS,718-292-7391,718-292-8535,"PK,0K,01,02,03,04,05,SE",BRONX,468 EAST 140 STREET,5000,BRONX,"-73.919846,40.809513",005,"468 EAST 140 STREET, BRONX, NY, 10454",468,Exact,Match,40.809513,-73.919846,"468 E 140TH ST, BRONX, NY, 10454",R,NY,36,80300410,003900,10454
469,07X030,X,2,X030,P.S. 030 WILTON,Elementary,1,7,7,510 EAST 141 STREET,NY,10454,Contact Superintendent,718-292-8817,718-292-3962,"PK,0K,01,02,03,04,05,SE",BRONX,510 EAST 141 STREET,1000,BRONX,"-73.91767,40.80941",005,"510 EAST 141 STREET, BRONX, NY, 10454",469,Exact,Match,40.80941,-73.91767,"510 E 141ST ST, BRONX, NY, 10454",R,NY,36,80300793,003900,10454
470,07X493,X,2,X493,Bronx Success Academy Charter School 1,K-8,2,7,84,510 EAST 141 STREET,NY,10454,Michele Caracappa,347-286-7950,347-479-1192,"0K,01",BRONX,510 EAST 141 STREET,1000,BRONX,"-73.91767,40.80941",005,"510 EAST 141 STREET, BRONX, NY, 10454",470,Exact,Match,40.80941,-73.91767,"510 E 141ST ST, BRONX, NY, 10454",R,NY,36,80300793,003900,10454
471,05M285,M,1,M285,HARLEM RENAISSANCE HIGH SCHOOL,High school,1,5,5,22 EAST 128 STREET,NY,10035,Nadav Zeimer,212-996-3795,212-996-4354,"09,10,11,12,SE",MANHATTAN,22 EAST 128 STREET,1004,MANHATTAN,"-73.94045,40.808155",061,"22 EAST 128 STREET, MANHATTAN, NY, 10035",471,Non_Exact,Match,40.808155,-73.94045,"22 E 128TH ST, NEW YORK, NY, 10035",R,NY,36,59656453,020600,10035
472,07X154,X,2,X154,P.S. 154 JONATHAN D. HYATT,Elementary,1,7,7,333 EAST 135 STREET,NY,10454,Marsha Elliott,718-292-4742,718-292-4721,"PK,0K,01,02,03,04,05,SE",BRONX,333 EAST 135 STREET,3001,BRONX,"-73.9262,40.808025",005,"333 EAST 135 STREET, BRONX, NY, 10454",472,Exact,Match,40.808025,-73.9262,"333 E 135TH ST, BRONX, NY, 10454",L,NY,36,638861739,002300,10454
473,03M180,M,1,M180,P.S. 180 HUGO NEWMAN,K-8,1,3,3,370 WEST 120 STREET,NY,10027,PETER MCFARLANE,212-678-2849,212-665-1572,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,370 WEST 120 STREET,3001,MANHATTAN,"-73.95555,40.80784",061,"370 WEST 120 STREET, MANHATTAN, NY, 10027",473,Non_Exact,Match,40.80784,-73.95555,"370 W 120TH ST, NEW YORK, NY, 10027",L,NY,36,59656056,025700,10027
474,07X065,X,2,X065,P.S. 065 MOTHER HALE ACADEMY,Elementary,1,7,7,677 EAST 141 STREET,NY,10454,Jasmine Gonzalez,718-292-4628,718-292-4695,"PK,0K,01,02,03,04,05,SE",BRONX,677 EAST 141 STREET,2000,BRONX,"-73.913025,40.807457",005,"677 EAST 141 STREET, BRONX, NY, 10454",474,Exact,Match,40.807457,-73.913025,"677 E 141ST ST, BRONX, NY, 10454",L,NY,36,80300823,003300,10454
475,07X491,X,2,X491,Academic Leadership Charter School,Elementary,2,7,84,677 EAST 141 STREET,NY,10454,Norma Hurwitz,718-585-4215,718-585-4837,"0K,01,02",BRONX,677 EAST 141 STREET,2000,BRONX,"-73.913025,40.807457",005,"677 EAST 141 STREET, BRONX, NY, 10454",475,Exact,Match,40.807457,-73.913025,"677 E 141ST ST, BRONX, NY, 10454",L,NY,36,80300823,003300,10454
476,84M341,M,1,M341,HARLEM CHILDREN'S ZONE/PROMISE ACADEMY II,Elementary,2,5,84,2005 MADISON AVENUE,NY,10035,Kathleen Fernald/Sheryl Ra*,917-492-1481,917-492-1576,"0K,01,02,03,04,05,06",MANHATTAN,2005 MADISON AVENUE,2004,MANHATTAN,"-73.93953,40.807255",061,"2005 MADISON AVENUE, MANHATTAN, NY, 10035",476,Non_Exact,Match,40.807255,-73.93953,"2005 MADISON AVE, NEW YORK, NY, 10035",R,NY,36,59656466,020600,10035
477,05M469,M,1,M469,CHOIR ACADEMY OF HARLEM,Secondary School,1,5,5,2005 MADISON AVENUE,NY,10035,Dr. A. Ellen Parris,212-289-6227,212-289-4195,"06,07,08,09,10,11,12,SE",MANHATTAN,2005 MADISON AVENUE,2004,MANHATTAN,"-73.93953,40.807255",061,"2005 MADISON AVENUE, MANHATTAN, NY, 10035",477,Non_Exact,Match,40.807255,-73.93953,"2005 MADISON AVE, NEW YORK, NY, 10035",R,NY,36,59656466,020600,10035
478,84M483,M,1,M483,New York French American Charter School,K-12 all grades,2,3,84,311 WEST 120TH STREET,NY,10027,Katrine Watkins,212-666-4134,212-666-4138,"0K,01,02",NEW YORK,311 WEST 120TH STREET,2004,NEW YORK,"-73.95412,40.80725",061,"311 WEST 120TH STREET, NEW YORK, NY, 10027",478,Exact,Match,40.80725,-73.95412,"311 W 120TH ST, NEW YORK, NY, 10027",R,NY,36,642471619,025700,10027
479,03M076,M,1,M076,P.S. 076 A. PHILIP RANDOLPH,Elementary,1,3,3,220 WEST 121 STREET,NY,10027,CHARLES DEBERRY,212-678-2865,212-678-2867,"PK,0K,01,02,03,04,05,06,07,SE",MANHATTAN,220 WEST 121 STREET,5001,MANHATTAN,"-73.95088,40.806694",061,"220 WEST 121 STREET, MANHATTAN, NY, 10027",479,Non_Exact,Match,40.806694,-73.95088,"220 W 121ST ST, NEW YORK, NY, 10027",L,NY,36,59656114,022000,10027
480,84M384,M,1,M384,HARLEM SUCCESS ACADEMY 2 CHARTER SCHOOL,Elementary,2,5,84,144-176 EAST 128 STREET,NY,10035,Jim Manly,646-442-6600,212-281-4638,"0K,01,02,03,SE",MANHATTAN,144-176 EAST 128 STREET,2001,MANHATTAN,"-73.9367,40.806576",061,"144-176 EAST 128 STREET, MANHATTAN, NY, 10035",480,Non_Exact,Match,40.806576,-73.9367,"144 E 128TH ST, NEW YORK, NY, 10035",R,NY,36,59656519,024200,10035
481,05M030,M,1,M030,P.S. 030 HERNANDEZ/HUGHES,Elementary,1,5,5,144-176 EAST 128 STREET,NY,10035,Teri Stinson,212-876-1825,212-876-4034,"PK,0K,01,02,03,04,05,SE",MANHATTAN,144-176 EAST 128 STREET,2001,MANHATTAN,"-73.9367,40.806576",061,"144-176 EAST 128 STREET, MANHATTAN, NY, 10035",481,Non_Exact,Match,40.806576,-73.9367,"144 E 128TH ST, NEW YORK, NY, 10035",R,NY,36,59656519,024200,10035
482,75M138,M,1,M138,P.S. 138,K-12 all grades,1,5,75,144-176 EAST 128 STREET,NY,10035,JACQUELINE KEANE,212-369-2227,212-427-6608,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN,144-176 EAST 128 STREET,2001,MANHATTAN,"-73.9367,40.806576",061,"144-176 EAST 128 STREET, MANHATTAN, NY, 10035",482,Non_Exact,Match,40.806576,-73.9367,"144 E 128TH ST, NEW YORK, NY, 10035",R,NY,36,59656519,024200,10035
483,84X394,X,2,X394,MOTT HAVEN ACADEMY CHARTER SCHOOL,K-8,2,7,84,170 BROWN PLACE,NY,10454,Jessica Nauiokas,718-292-7015,718-292-7823,"0K,01,02,03,SE",BRONX,170 BROWN PLACE,5001,BRONX,"-73.92117,40.806355",005,"170 BROWN PLACE, BRONX, NY, 10454",483,Exact,Match,40.806355,-73.92117,"170 BROWN PL, BRONX, NY, 10454",R,NY,36,80300421,002500,10454
484,03M242,M,1,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMPUTER SCHOO,Elementary,1,3,3,134 WEST 122 STREET,NY,10027,DENISE GOMEZ,212-678-2908,212-678-2927,"0K,01,02,03,04,05,SE",MANHATTAN,134 WEST 122 STREET,1000,MANHATTAN,"-73.94796,40.806282",061,"134 WEST 122 STREET, MANHATTAN, NY, 10027",484,Non_Exact,Match,40.806282,-73.94796,"134 W 122ND ST, NEW YORK, NY, 10027",L,NY,36,59656182,022000,10027
485,84M861,M,1,M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,K-8,2,3,84,134 WEST 122 STREET,NY,10027,Peter Anderson,212-678-2868,212-666-2749,"0K,01,02,03,04,05,06,07,08",MANHATTAN,134 WEST 122 STREET,1000,MANHATTAN,"-73.94796,40.806282",061,"134 WEST 122 STREET, MANHATTAN, NY, 10027",485,Non_Exact,Match,40.806282,-73.94796,"134 W 122ND ST, NEW YORK, NY, 10027",L,NY,36,59656182,022000,10027
486,84M284,M,1,M284,HARLEM CHILDREN'S ZONE/PROMISE ACADEMY CHARTER SCH,K-12 all grades,2,5,84,35 EAST 125TH STREET,NY,10035,Tonya White/Dennis McKesey,212-368-3470,212-289-0661,"0K,01,02,03,04,05,06,07,10,11",MANHATTAN,35 EAST 125TH STREET,1001,MANHATTAN,"-73.941124,40.805946",061,"35 EAST 125TH STREET, MANHATTAN, NY, 10035",486,Non_Exact,Match,40.805946,-73.941124,"35 E 125TH ST, NEW YORK, NY, 10035",L,NY,36,59656443,019800,10035
487,07X043,X,2,X043,P.S. 043 JONAS BRONCK,Elementary,1,7,7,165 BROWN PLACE,NY,10454,GIOVANNA DELUCCHI,718-292-4502,718-292-4504,"PK,0K,01,02,03,04,05,SE",BRONX,165 BROWN PLACE,1010,BRONX,"-73.92209,40.805122",005,"165 BROWN PLACE, BRONX, NY, 10454",487,Exact,Match,40.805122,-73.92209,"165 BROWN PL, BRONX, NY, 10454",L,NY,36,80302754,001900,10454
488,03M165,M,1,M165,P.S. 165 ROBERT E. SIMON,K-8,1,3,3,234 WEST 109 STREET,NY,10025,Brett Gallini,212-678-2873,212-222-6700,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,234 WEST 109 STREET,3002,MANHATTAN,"-73.96548,40.802864",061,"234 WEST 109 STREET, MANHATTAN, NY, 10025",488,Non_Exact,Match,40.802864,-73.96548,"234 W 109TH ST, NEW YORK, NY, 10025",L,NY,36,611391984,019500,10025
489,03M862,M,1,M862,MOTT HALL II,Junior High-Intermediate-Middle,1,3,3,234 WEST 109 STREET,NY,10025,ANA DE LOS SANTOS,212-678-2960,212-222-0560,"06,07,08,SE",MANHATTAN,234 WEST 109 STREET,3002,MANHATTAN,"-73.96548,40.802864",061,"234 WEST 109 STREET, MANHATTAN, NY, 10025",489,Non_Exact,Match,40.802864,-73.96548,"234 W 109TH ST, NEW YORK, NY, 10025",L,NY,36,611391984,019500,10025
490,84M351,M,1,M351,HARLEM SUCCESS ACADEMY 1 CHARTER SCHOOL,Secondary School,2,3,84,34 WEST 118 STREET,NY,10026,Jackie Albers,646-277-7170,212-457-5659,"0K,01,02,03,04,05,SE",MANHATTAN,34 WEST 118 STREET,1001,MANHATTAN,"-73.94667,40.802456",061,"34 WEST 118 STREET, MANHATTAN, NY, 10026",490,Non_Exact,Match,40.802456,-73.94667,"34 W 118TH ST, NEW YORK, NY, 10026",L,NY,36,59657728,019000,10026
491,75M079,M,1,M079,P.S. M079 - HORAN SCHOOL,Secondary School,1,5,75,55 EAST 120 STREET,NY,10035,Greer Phillips,212-369-3134,212-996-8307,"05,06,07,08,09,10,11,12,SE",MANHATTAN,55 EAST 120 STREET,1007,MANHATTAN,"-73.94211,40.802193",061,"55 EAST 120 STREET, MANHATTAN, NY, 10035",491,Non_Exact,Match,40.802193,-73.94211,"55 E 120TH ST, NEW YORK, NY, 10035",L,NY,36,59658000,019800,10035
492,03M415,M,1,M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,Secondary School,1,3,3,215 WEST 114 STREET,NY,10026,HERMA HALL,212-749-5800,212-749-6463,"06,07,08,09,10,11,12,SE",MANHATTAN,215 WEST 114 STREET,3001,MANHATTAN,"-73.95404,40.802162",061,"215 WEST 114 STREET, MANHATTAN, NY, 10026",492,Non_Exact,Match,40.802162,-73.95404,"215 W 114TH ST, NEW YORK, NY, 10026",R,NY,36,59657667,021800,10026
493,03M860,M,1,M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Secondary School,1,3,3,215 WEST 114 STREET,NY,10026,Osei Owusu-Afriyie,212-865-9260,212-865-9281,"06,07,08,09,10,11,12,SE",MANHATTAN,215 WEST 114 STREET,3001,MANHATTAN,"-73.95404,40.802162",061,"215 WEST 114 STREET, MANHATTAN, NY, 10026",493,Non_Exact,Match,40.802162,-73.95404,"215 W 114TH ST, NEW YORK, NY, 10026",R,NY,36,59657667,021800,10026
494,84M708,M,1,M708,HARLEM DAY CHARTER SCHOOL,Elementary,2,4,84,240 EAST 123 STREET,NY,10035,Curtis Palmore,212-876-9953,212-876-9926,"0K,01,02,03,04,05",MANHATTAN,240 EAST 123 STREET,4001,MANHATTAN,"-73.9358,40.80198",061,"240 EAST 123 STREET, MANHATTAN, NY, 10035",494,Non_Exact,Match,40.80198,-73.9358,"240 E 123RD ST, NEW YORK, NY, 10035",R,NY,36,59658109,019400,10035
495,03M149,M,1,M149,P.S. 149 SOJOURNER TRUTH,K-8,1,3,3,41 WEST 117 STREET,NY,10026,Kayrol Burgess Harper,646-672-9020,646-672-9302,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,41 WEST 117 STREET,1001,MANHATTAN,"-73.94733,40.80192",061,"41 WEST 117 STREET, MANHATTAN, NY, 10026",495,Non_Exact,Match,40.80192,-73.94733,"41 W 117TH ST, NEW YORK, NY, 10026",R,NY,36,642471525,019000,10026
496,03M241,M,1,M241,P.S. 241 FAMILY ACADEMY,K-8,1,3,3,240 WEST 113 STREET,NY,10026,DIANA DIAZ,212-678-2898,212-678-2975,"0K,01,02,03,04,05,08,SE",MANHATTAN,240 WEST 113 STREET,4001,MANHATTAN,"-73.95514,40.801792",061,"240 WEST 113 STREET, MANHATTAN, NY, 10026",496,Non_Exact,Match,40.801792,-73.95514,"240 W 113TH ST, NEW YORK, NY, 10026",L,NY,36,59657665,021600,10026
497,84M279,M,1,M279,THE OPPORTUNITY CHARTER SCHOOL,Secondary School,2,3,84,240 WEST 113 STREET,NY,10026,Marya Baker,212-866-6137,212-665-7436,"06,07,08,09,10,11,12,SE",MANHATTAN,240 WEST 113 STREET,4001,MANHATTAN,"-73.95514,40.801792",061,"240 WEST 113 STREET, MANHATTAN, NY, 10026",497,Non_Exact,Match,40.801792,-73.95514,"240 W 113TH ST, NEW YORK, NY, 10026",L,NY,36,59657665,021600,10026
498,84M386,M,1,M386,HARLEM SUCCESS ACADEMY 4 CHARTER SCHOOL,Elementary,2,3,84,240 WEST 113 STREET,NY,10026,Danique Loving,646-442-6500,646-478-9493,"0K,01,02,03,SE",MANHATTAN,240 WEST 113 STREET,4001,MANHATTAN,"-73.95514,40.801792",061,"240 WEST 113 STREET, MANHATTAN, NY, 10026",498,Non_Exact,Match,40.801792,-73.95514,"240 W 113TH ST, NEW YORK, NY, 10026",L,NY,36,59657665,021600,10026
499,84M702,M,1,M702,SISULU-WALKER CHARTER SCHOOL,Elementary,2,3,84,125 WEST 115 STREET,NY,10026,Dawn Cejas,212-663-8216,212-866-5793,"0K,01,02,03,04,05",MANHATTAN,125 WEST 115 STREET,2000,MANHATTAN,"-73.95087,40.801632",061,"125 WEST 115 STREET, MANHATTAN, NY, 10026",499,Non_Exact,Match,40.801632,-73.95087,"125 W 115TH ST, NEW YORK, NY, 10026",R,NY,36,59657702,021800,10026
500,04M007,M,1,M007,P.S. 007 SAMUEL STERN,K-8,1,4,4,160 EAST 120 STREET,NY,10035,RACQUEL JONES,212-860-5827,212-860-6070,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,160 EAST 120 STREET,2005,MANHATTAN,"-73.93936,40.801018",061,"160 EAST 120 STREET, MANHATTAN, NY, 10035",500,Non_Exact,Match,40.801018,-73.93936,"160 E 120TH ST, NEW YORK, NY, 10035",R,NY,36,59658032,019600,10035
501,04M406,M,1,M406,GLOBAL TECHNOLOGY PREPARATORY,Junior High-Intermediate-Middle,1,4,4,160 EAST 120 STREET,NY,10035,CHRYSTINA RUSSELL,212-722-1395,212-722-5864,"06,07,SE",MANHATTAN,160 EAST 120 STREET,2005,MANHATTAN,"-73.93936,40.801018",061,"160 EAST 120 STREET, MANHATTAN, NY, 10035",501,Non_Exact,Match,40.801018,-73.93936,"160 E 120TH ST, NEW YORK, NY, 10035",R,NY,36,59658032,019600,10035
502,04M096,M,1,M096,P.S. 096 JOSEPH LANZETTA,K-8,1,4,4,216 EAST 120 STREET,NY,10035,NOEL RIOS,212-860-5851,212-860-6074,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,216 EAST 120 STREET,2001,MANHATTAN,"-73.93766,40.8003",061,"216 EAST 120 STREET, MANHATTAN, NY, 10035",502,Non_Exact,Match,40.8003,-73.93766,"216 E 120TH ST, NEW YORK, NY, 10035",R,NY,36,59658105,019400,10035
503,03M054,M,1,M054,J.H.S. 054 BOOKER T. WASHINGTON,Junior High-Intermediate-Middle,1,3,3,103 WEST 107 STREET,NY,10025,ELANA ELSTER,212-678-2861,212-316-0883,"06,07,08,SE",MANHATTAN,103 WEST 107 STREET,6000,MANHATTAN,"-73.96265,40.800037",061,"103 WEST 107 STREET, MANHATTAN, NY, 10025",503,Non_Exact,Match,40.800037,-73.96265,"103 W 107TH ST, NEW YORK, NY, 10025",R,NY,36,59656820,019300,10025
504,04M045,M,1,M045,J.H.S. M045 JOHN S. ROBERTS,Junior High-Intermediate-Middle,1,4,4,2351 1ST AVENUE,NY,10035,Tomasz Grabski,212-860-5838,212-860-5837,"06,07,08,SE",MANHATTAN,2351 1ST AVENUE,1000,MANHATTAN,"-73.93309,40.799183",061,"2351 1ST AVENUE, MANHATTAN, NY, 10035",504,Non_Exact,Match,40.799183,-73.93309,"2351 1ST AVE, NEW YORK, NY, 10035",L,NY,36,611186551,019400,10035
505,84M335,M,1,M335,LEADERSHIP VILLAGE ACADEMY CHARTER SCHOOL,Secondary School,2,4,84,2351 1ST AVENUE,NY,10035,Sam Fragomeni,646-812-9400,212-996-1626,"05,06,07,08,09,10",MANHATTAN,2351 1ST AVENUE,1000,MANHATTAN,"-73.93309,40.799183",061,"2351 1ST AVENUE, MANHATTAN, NY, 10035",505,Non_Exact,Match,40.799183,-73.93309,"2351 1ST AVE, NEW YORK, NY, 10035",L,NY,36,611186551,019400,10035
506,04M409,M,1,M409,COALITION SCHOOL FOR SOCIAL CHANGE,High school,1,2,4,2351 1ST AVENUE,NY,10035,Sheldon Young,212-831-5153,212-831-5951,"09,10,11,12,SE",MANHATTAN,2351 1ST AVENUE,1000,MANHATTAN,"-73.93309,40.799183",061,"2351 1ST AVENUE, MANHATTAN, NY, 10035",506,Non_Exact,Match,40.799183,-73.93309,"2351 1ST AVE, NEW YORK, NY, 10035",L,NY,36,611186551,019400,10035
507,03M145,M,1,M145,"P.S. 145, THE BLOOMINGDALE SCHOOL",Elementary,1,3,3,150 WEST 105 STREET,NY,10025,IVELISSE ALVAREZ,212-678-2857,212-222-4610,"PK,0K,01,02,03,04,05,SE",MANHATTAN,150 WEST 105 STREET,5001,MANHATTAN,"-73.96481,40.799168",061,"150 WEST 105 STREET, MANHATTAN, NY, 10025",507,Non_Exact,Match,40.799168,-73.96481,"150 W 105TH ST, NEW YORK, NY, 10025",L,NY,36,59656852,018900,10025
508,03M421,M,1,M421,WEST PREP ACADEMY,Junior High-Intermediate-Middle,1,3,3,150 WEST 105 STREET,NY,10025,Roberto Padilla,212-362-1674,212-362-2794,"06,07,SE",MANHATTAN,150 WEST 105 STREET,5001,MANHATTAN,"-73.96481,40.799168",061,"150 WEST 105 STREET, MANHATTAN, NY, 10025",508,Non_Exact,Match,40.799168,-73.96481,"150 W 105TH ST, NEW YORK, NY, 10025",L,NY,36,59656852,018900,10025
509,03M185,M,1,M185,P.S. 185 JOHN M. LANGSTON,Early Childhood,1,3,3,20 WEST 112 STREET,NY,10026,JANE MURPHY,212-534-7490,212-831-8613,"PK,0K,01,02,SE",MANHATTAN,20 WEST 112 STREET,2000,MANHATTAN,"-73.94966,40.79868",061,"20 WEST 112 STREET, MANHATTAN, NY, 10026",509,Non_Exact,Match,40.79868,-73.94966,"20 W 112TH ST, NEW YORK, NY, 10026",L,NY,36,609888341,018600,10026
510,84M329,M,1,M329,HARLEM LINK CHARTER SCHOOL,Elementary,2,3,84,20 WEST 112 STREET,NY,10026,Steven Evangelista/Margare*,212-289-3249,212-289-3686,"0K,01,02,03,04,05,SE",MANHATTAN,20 WEST 112 STREET,2000,MANHATTAN,"-73.94966,40.79868",061,"20 WEST 112 STREET, MANHATTAN, NY, 10026",510,Non_Exact,Match,40.79868,-73.94966,"20 W 112TH ST, NEW YORK, NY, 10026",L,NY,36,609888341,018600,10026
511,03M208,M,1,M208,P.S. 208 ALAIN L. LOCKE,Elementary,1,3,3,21 WEST 111 STREET,NY,10026,Susan M. Green,212-534-9580,212-534-8227,"03,04,05,SE",MANHATTAN,21 WEST 111 STREET,2000,MANHATTAN,"-73.9496,40.797825",061,"21 WEST 111 STREET, MANHATTAN, NY, 10026",511,Non_Exact,Match,40.797825,-73.9496,"21 W 111TH ST, NEW YORK, NY, 10026",R,NY,36,59657717,018600,10026
512,03M505,M,1,M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,High school,1,3,3,140 WEST 102 STREET,NY,10025,JEAN MCTAVISH,212-678-7300,212-678-7380,"09,10,11,12,SE",MANHATTAN,140 WEST 102 STREET,6002,MANHATTAN,"-73.96685,40.797604",061,"140 WEST 102 STREET, MANHATTAN, NY, 10025",512,Non_Exact,Match,40.797604,-73.96685,"140 W 102ND ST, NEW YORK, NY, 10025",L,NY,36,610197759,018900,10025
513,04M057,M,1,M057,JAMES WELDON JOHNSON,K-8,1,4,4,176 EAST 115 STREET,NY,10029,ISRAEL SOTO,212-860-5812,212-860-6072,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,176 EAST 115 STREET,4000,MANHATTAN,"-73.94127,40.797573",061,"176 EAST 115 STREET, MANHATTAN, NY, 10029",513,Non_Exact,Match,40.797573,-73.94127,"176 E 115TH ST, NEW YORK, NY, 10029",R,NY,36,59658043,018200,10029
514,04M037,M,1,M037,RIVER EAST ELEMENTARY,Elementary,1,4,4,508 EAST 120 STREET,NY,10035,Alison McKenzie,212-348-2208,212-289-9231,"0K,01,02,03,04,05,SE",MANHATTAN,508 EAST 120 STREET,1004,MANHATTAN,"-73.93105,40.797546",061,"508 EAST 120 STREET, MANHATTAN, NY, 10035",514,Non_Exact,Match,40.797546,-73.93105,"508 E 120TH ST, NEW YORK, NY, 10035",R,NY,36,59659171,019200,10035
515,04M206,M,1,M206,P.S. 206 JOSE CELSO BARBOSA,Elementary,1,4,4,508 EAST 120 STREET,NY,10035,MYRNA RODRIGUEZ,212-860-5809,212-860-6080,"03,04,05,SE",MANHATTAN,508 EAST 120 STREET,1004,MANHATTAN,"-73.93105,40.797546",061,"508 EAST 120 STREET, MANHATTAN, NY, 10035",515,Non_Exact,Match,40.797546,-73.93105,"508 E 120TH ST, NEW YORK, NY, 10035",R,NY,36,59659171,019200,10035
516,04M155,M,1,M155,P.S. 155 WILLIAM PACA,Elementary,1,4,4,319 EAST 117 STREET,NY,10035,LILLIAN RAIMUNDI ORTIZ,212-860-5885,212-828-3587,"PK,0K,01,02,03,04,05,SE",MANHATTAN,319 EAST 117 STREET,1001,MANHATTAN,"-73.93672,40.79745",061,"319 EAST 117 STREET, MANHATTAN, NY, 10035",516,Non_Exact,Match,40.79745,-73.93672,"319 E 117TH ST, NEW YORK, NY, 10035",L,NY,36,59658132,018800,10035
517,04M112,M,1,M112,P.S. 112 JOSE CELSO BARBOSA,Early Childhood,1,4,4,535 EAST 119 STREET,NY,10035,EILEEN REITER,212-860-5868,212-860-6077,"PK,0K,01,02,SE",MANHATTAN,535 EAST 119 STREET,1004,MANHATTAN,"-73.93101,40.796684",061,"535 EAST 119 STREET, MANHATTAN, NY, 10035",517,Non_Exact,Match,40.796684,-73.93101,"535 E 119TH ST, NEW YORK, NY, 10035",L,NY,36,640795390,019200,10035
518,04M375,M,1,M375,MOSAIC PREPARATORY ACADEMY,Elementary,1,4,4,141 EAST 111 STREET,NY,10029,LISETTE CAESAR,212-722-3109,212-722-3167,"PK,0K,01,02,03,04,05,SE",MANHATTAN,141 EAST 111 STREET,1001,MANHATTAN,"-73.94439,40.795628",061,"141 EAST 111 STREET, MANHATTAN, NY, 10029",518,Non_Exact,Match,40.795628,-73.94439,"141 E 111TH ST, NEW YORK, NY, 10029",L,NY,36,59657796,017200,10029
